      1 5	l'	org product geoloc person O
      1 1	PMI	O
      1 1	pluvieux	O
      1 1	plutôt_que	O
      1 1	plutôt	O
      1 1	plus_tôt	O
      1 1	plus_tard	O
      1 1	plus_qu'	O
      1 1	plus_que	O
      1 1	plus_ou_moins	O
      1 1	plus	O
      1 1	plus_jamais	O
      1 1	plusieurs	O
      1 1	plus_d'une	O
      1 1	pluralité	O
      1 1	pluies	O
      1 1	pluie	O
      1 1	plomb	product
      1 1	pleuvra	O
      1 1	pleut	O
      1 1	plein	O
      1 1	pleine	O
      1 1	pleinement	O
      1 1	Plaza	geoloc
      1 1	plat	O
      1 1	plateformes	O
      1 1	plaques	O
      1 1	plaque	O
      1 1	plantes	O
      1 1	plans	O
      1 1	plan	O
      1 1	planétaire	O
      1 1	planches	O
      1 1	Plana	person
      1 1	plaisir	O
      1 1	plaintes	O
      1 1	plainte	O
      1 1	plaie	O
      1 1	plages	O
      1 1	plage	O
      1 1	places	O
      1 1	placé	O
      1 1	placées	O
      1 1	placée	O
      1 1	pistes	O
      1 1	piste	O
      1 1	piscines	O
      1 1	pire	O
      1 1	Pioline	person
      1 1	Pinochet	person
      1 1	pinceau	O
      1 1	pilotes	O
      1 1	pilote	O
      1 1	pillards	O
      1 1	pillages	O
      1 1	pile	O
      1 1	piétons	O
      1 1	Pierron	person
      1 1	pierre	O
      1 1	Pierozzi	person
      1 1	piégée	O
      1 1	pièces	O
      1 1	pièce	O
      1 1	Picasso	person
      1 1	Picardie	geoloc
      1 1	PIB	O
      1 1	physique	O
      1 1	phrases	O
      1 1	phrase	O
      1 1	photos	O
      1 1	photo	O
      1 1	photographes	O
      1 1	photographe	O
      1 1	philosophie	O
      1 1	Philadelphie	geoloc
      1 1	phénomène	O
      1 1	phase	O
      1 1	pharmacie	O
      1 1	pharmaceutiques	O
      1 1	peux	O
      1 1	peuvent	O
      1 1	peut	O
      1 1	peut_être	O
      1 1	peur	O
      1 1	peuples	O
      1 1	peu	O
      1 1	Peuchet	person
      1 1	peu_à_peu	O
      1 1	pétrolier	O
      1 1	pétrolières	O
      1 1	pétrolière	O
      1 1	Petrini	person
      1 1	petits	O
      1 1	petits_enfants	O
      1 1	petit	O
      1 1	petites	O
      1 1	petite	O
      1 1	petit_à_petit	O
      1 1	Peter	person
      1 1	peste	O
      1 1	pessimisme	O
      1 1	peser	O
      1 1	perturbés	O
      1 1	perturbé	O
      1 1	perturbée	O
      1 1	perturbation	O
      1 1	pertes	O
      1 1	perte	O
      1 1	persuadée	O
      1 1	perspectives	O
      1 1	perspective	O
      1 1	personnes	O
      1 1	personne	O
      1 1	personnels	O
      1 1	personnel	O
      1 1	personnelles	O
      1 1	personnelle	O
      1 1	personnellement	O
      1 1	personnalités	O
      1 1	personnalité	O
      1 1	personnages	O
      1 1	personnage	O
      1 1	persistants	O
      1 1	persécutés	O
      1 1	Perrin	person
      1 1	perpétrés	O
      1 1	permis	O
      1 1	permettront	O
      1 1	permettre	O
      1 1	permettra	O
      1 1	permettrait	O
      1 1	permettez	O
      1 1	permette	O
      1 1	permettant	O
      1 1	permets	O
      1 1	permet	O
      1 1	permanent	O
      1 1	périphérique	geoloc
      1 1	périphérie	O
      1 1	périodes	O
      1 1	période	O
      1 1	péri	O
      1 1	performant	O
      1 1	performance	O
      1 1	perfectionner	O
      1 1	Pérez	person
      1 1	père	O
      1 1	perdu	O
      1 1	perdre	O
      1 1	perd	O
      1 1	perçue	O
      1 1	pe	O
      1 1	pensons	O
      1 1	pensions	O
      1 1	pension	O
      1 1	pensionnat	O
      1 1	pensez	O
      1 1	penses	O
      1 1	penser	O
      1 1	pense	O
      1 1	pensent	O
      1 1	pensée	O
      1 1	pensait	O
      1 1	Pennsylvanie	geoloc
      1 1	péninsule	O
      1 1	pénétrer	O
      1 1	pendant_que	O
      1 1	pendant	O
      1 1	pendant_longtemps	O
      1 1	pencher	O
      1 1	penche	O
      1 1	pénal	O
      1 1	pénale	org
      1 1	peloton	O
      1 1	peintures	O
      1 1	peinture	O
      1 1	peines	O
      1 1	peine	O
      1 1	pédagogique	O
      1 1	Pechiney	org
      1 1	pêcheurs	O
      1 1	pêche	O
      1 1	peau	O
      1 1	PDG	O
      1 1	PC	org
      1 1	Paz	geoloc
      1 1	pays	O
      1 1	Pays_de_la_Loire	geoloc
      1 1	Pays_Bas	geoloc
      1 1	paysage	O
      1 1	payés	O
      1 1	payer	O
      1 1	payant	O
      1 1	pavés	O
      1 1	pavé	O
      1 1	pauvreté	O
      1 1	pauvres	O
      1 1	pauvre	O
      1 1	pause	O
      1 1	Paul	person
      1 1	Pauline	person
      1 1	patrouille	O
      1 1	patron	O
      1 1	patronat	O
      1 1	patronal	O
      1 1	patronage	O
      1 1	patrimoine	O
      1 1	Patrick	person
      1 1	Patricia	person
      1 1	Patrice	person
      1 1	Pat	person
      1 1	patients	O
      1 1	patient	O
      1 1	patience	O
      1 1	Pasteur	org
      1 1	passive	O
      1 1	passion	O
      1 1	passionné	O
      1 1	passionnant	O
      1 1	passés	O
      1 1	passer	O
      1 1	Passerel	person
      1 1	passé	O
      1 1	passe	O
      1 1	passent	O
      1 1	passées	O
      1 1	passée	O
      1 1	passation	O
      1 1	passant	O
      1 1	passages	O
      1 1	passagers	O
      1 1	passager	O
      1 1	passage	O
      1 1	pas_grand_chose	O
      1 1	pas_du_tout	O
      1 1	Pas_de_Calais	geoloc
      1 1	pascal	O
      1 1	Pascale	person
      1 1	parvient	O
      1 1	parvenu	O
      1 1	parvenir	O
      1 1	partout	O
      1 1	part	O
      1 1	partition	O
      1 1	partis	O
      1 1	partisans	O
      1 1	partisan	O
      1 1	partir	O
      1 1	partira	O
      1 1	Parti	org
      1 1	parties	O
      1 1	partie	O
      1 1	partiel	O
      1 1	particuliers	O
      1 1	particulier	O
      1 1	particulière	O
      1 1	particulièrement	O
      1 1	particularité	O
      1 1	participeront	O
      1 1	participer	O
      1 1	participé	O
      1 1	participations	O
      1 1	participation	O
      1 1	participantes	O
      1 1	partent	O
      1 1	partenariat	O
      1 1	partenaires	O
      1 1	partenaire	O
      1 1	partant	O
      1 1	partager	O
      1 1	partagé	O
      1 1	partage	O
      1 1	par_rapport_aux	O
      1 1	par_rapport_au	O
      1 1	par_rapport_à	O
      1 1	parrains	O
      1 1	parquet	O
      1 1	parole	O
      1 1	parmi	O
      1 1	parlons	O
      1 1	parlez	O
      1 1	parlerons	O
      1 1	parler	O
      1 1	parlé	O
      1 1	parle	O
      1 1	parlent	O
      1 1	Parlement	org
      1 1	parlementaires	O
      1 1	par_la_suite	O
      1 1	par_là	O
      1 1	parlant	O
      1 1	parlait	O
      1 1	parité	O
      1 1	parisiens	O
      1 1	parisien	O
      1 1	pari	O
      1 1	Paribas	org
      1 1	parfois	O
      1 1	parfait	O
      1 1	parfaitement	O
      1 1	par_exemple	O
      1 1	parents	O
      1 1	parentèle	O
      1 1	pareil	O
      1 1	pareille	O
      1 1	pardon	O
      1 1	pardonné	O
      1 1	par_dessus	O
      1 1	parcours	O
      1 1	par_contre	O
      1 1	par_conséquent	O
      1 1	parc	O
      1 1	parce_qu'	O
      1 1	parce_que	O
      1 1	parce	O
      1 1	parcelles	O
      1 1	paramédical	O
      1 1	paralysé	O
      1 1	paralyse	O
      1 1	parallèle	O
      1 1	parallèlement	O
      1 1	paraître	O
      1 1	paraît	O
      1 1	paraissent	O
      1 1	par_ailleurs	O
      1 1	paragraphe	O
      1 1	paradoxe	O
      1 1	paradoxal	O
      1 1	paradoxale	O
      1 1	paradis	O
      1 1	parachutistes	O
      1 1	Pâques	O
      1 1	Pâque	O
      1 1	paquebot	O
      1 1	papiers	O
      1 1	papier	O
      1 1	papa	O
      1 1	Paoli	person
      1 1	panne	O
      1 1	panique	O
      1 1	Panika	person
      1 1	Pandore	person
      1 1	Panafieu	person
      1 1	PAM	org
      1 1	palliatifs	O
      1 1	Palestiniens	O
      1 1	palestiniens	O
      1 1	Palerme	geoloc
      1 1	Palacio	person
      1 1	palace	O
      1 1	Pakistan	geoloc
      1 1	pakistanais	O
      1 1	pain	O
      1 1	paiement	O
      1 1	Pahl	person
      1 1	pages	O
      1 1	page	O
      1 1	pagaille	O
      1 1	PACS	product
      1 1	pacsés	O
      1 1	pacser	O
      1 1	pacsé	O
      1 1	pacifique	O
      1 1	pacifier	O
      1 1	pacifié	O
      1 1	ouvrir	O
      1 1	ouvriers	O
      1 1	ouvrières	O
      1 1	ouvre	O
      1 1	ouvrant	O
      1 1	ouvrage	O
      1 1	ouverture	O
      1 1	ouverts	O
      1 1	ouvert	O
      1 1	ouverte	O
      1 1	outre	O
      1 1	outil	O
      1 1	où	O
      1 1	ou_non	O
      1 1	Oumma	O
      1 1	Ouléma	org
      1 1	Ould	person
      1 1	oui	O
      1 1	oublions	O
      1 1	oublier	O
      1 1	oublié	O
      1 1	oublie	O
      1 1	Oualalou	person
      1 1	ouais	O
      1 1	Ouahmane	person
      1 1	Ouaddou	person
      1 1	Ottawa	geoloc
      1 1	OTC	org
      1 1	OTAN	org
      1 1	otages	O
      1 1	otage	O
      1 1	ose	O
      1 1	Orsay	org
      1 1	orphelins	O
      1 1	origine	O
      1 1	originale	O
      1 1	originaires	O
      1 1	orienter	O
      1 1	orientations	O
      1 1	orientation	O
      1 1	orientale	O
      1 1	orgue	O
      1 1	organismes	O
      1 1	organisme	O
      1 1	organiser	O
      1 1	organisé	O
      1 1	organise	O
      1 1	organisent	O
      1 1	organisées	O
      1 1	organisée	O
      1 1	organisations	O
      1 1	Organisation	org
      1 1	organisation	O
      1 1	organisateurs	O
      1 1	'	org
      1 1	oreille	O
      1 1	ordres	O
      1 1	ordre	O
      1 1	ordonnée	O
      1 1	ordonnance	O
      1 1	ordinateurs	O
      1 1	ordinateur	O
      1 1	oratorio	O
      1 1	orageux	O
      1 1	orageuses	O
      1 1	orageuse	O
      1 1	orages	O
      1 1	Oracle	org
      1 1	options	O
      1 1	optimiste	O
      1 1	optimisme	O
      1 1	opposition	O
      1 1	opposés	O
      1 1	opposer	O
      1 1	opposé	O
      1 1	oppose	O
      1 1	opposent	O
      1 1	opposées	O
      1 1	opposants	O
      1 1	opposant	O
      1 1	opposait	O
      1 1	opportunités	O
      1 1	opportunité	O
      1 1	opinions	O
      1 1	opinion	O
      1 1	opérés	O
      1 1	opérer	O
      1 1	opérée	O
      1 1	opérations	O
      1 1	opération	O
      1 1	opérationnelle	O
      1 1	opérateurs	O
      1 1	opéras	O
      1 1	Opéra	geoloc
      1 1	Opéra_Bastille	geoloc
      1 1	opéenne	org
      1 1	onzième	O
      1 1	on	O
      1 1	ONG	org
      1 1	on_dit	O
      1 1	ondes	O
      1 1	OMS	org
      1 1	OM	org
      1 1	omniprésent	O
      1 1	ombre	O
      1 1	Omar	person
      1 1	olympiques	O
      1 1	Olympique	org
      1 1	Olympio	person
      1 1	OLP	org
      1 1	Olivier	person
      1 1	OK	O
      1 1	oi	O
      1 1	oh	O
      1 1	offrir	O
      1 1	offres	O
      1 1	offre	O
      1 1	offrent	O
      1 1	officiers	O
      1 1	officier	O
      1 1	officiels	O
      1 1	officiellement	O
      1 1	officialiser	O
      1 1	offerts	O
      1 1	offensive	O
      1 1	oeuvrons	O
      1 1	oeuvres	O
      1 1	oeuvrer	O
      1 1	oeuvre	O
      1 1	oeil	O
      1 1	Odile	person
      1 1	octroyées	O
      1 1	octobre	O
      1 1	O'Connor	person
      1 1	océaniques	O
      1 1	occurrence	O
      1 1	occupés	O
      1 1	occuper	O
      1 1	occupé	O
      1 1	occupe	O
      1 1	occupent	O
      1 1	occupées	O
      1 1	occupée	O
      1 1	occupation	O
      1 1	occupants	O
      1 1	occitan	O
      1 1	Occident	O
      1 1	occidentaux	O
      1 1	occidentale	O
      1 1	occasion	O
      1 1	obtient	O
      1 1	obtenu	O
      1 1	obtenue	O
      1 1	obtention	O
      1 1	obtenir	O
      1 1	obstacles	O
      1 1	obstacle	O
      1 1	observer	O
      1 1	observé	O
      1 1	observation	O
      1 1	observateurs	O
      1 1	obsèques	O
      1 1	Obolensky	person
      1 1	obligés	O
      1 1	obligé	O
      1 1	oblige	O
      1 1	obligée	O
      1 1	obligatoire	O
      1 1	obligations	O
      1 1	obligation	O
      1 1	obligataire	O
      1 1	objet	O
      1 1	Objects	org
      1 1	objectivement	O
      1 1	objectifs	O
      1 1	objectif	O
      1 1	?	O
      1 1	;	O
      1 1	:	O
      1 1	...	O
      1 1	nu	O
      1 1	numérotation	O
      1 1	numéros	O
      1 1	nul	O
      1 1	nullement	O
      1 1	nuits	O
      1 1	nuit	O
      1 1	nucléaires	O
      1 1	nucléaire	O
      1 1	Nubians	org
      1 1	nuageux	O
      1 1	nuages	O
      1 1	nuage	O
      1 1	novembre	O
      1 1	nouvel	O
      1 1	nouvelles	O
      1 1	Nouvelle	org
      1 1	nouvelle	O
      1 1	nouveaux	O
      1 1	nouveauté	O
      1 1	nouveau	O
      1 1	nous	O
      1 1	nous_même	O
      1 1	nourriture	O
      1 1	nourris	O
      1 1	notre	O
      1 1	notion	O
      1 1	notez	O
      1 1	notes	O
      1 1	noter	O
      1 1	notera	O
      1 1	noté	O
      1 1	Nostradamus	O
      1 1	nostalgiques	O
      1 1	nosocomiales	O
      1 1	nos	O
      1 1	Norvège	geoloc
      1 1	normes	O
      1 1	Norman	person
      1 1	Normandie	geoloc
      1 1	normal	O
      1 1	normaliser	O
      1 1	normales	O
      1 1	normalement	O
      1 1	Nord_Pas_de_Calais	geoloc
      1 1	nord_ouest	O
      1 1	Nordey	person
      1 1	Nord_Est	O
      1 1	nord_est	O
      1 1	no	O
      1 1	non_plus	O
      1 1	non_paiement	O
      1 1	non	O
      1 1	noms	O
      1 1	nom	O
      1 1	nommé	O
      1 1	nomment	O
      1 1	nomination	O
      1 1	nombreux	O
      1 1	nombreuses	O
      1 1	nombre	O
      1 1	nomades	O
      1 1	nomade	O
      1 1	noirs	O
      1 1	noir	O
      1 1	noires	O
      1 1	noire	O
      1 1	noeud	O
      1 1	nocturnes	O
      1 1	nocturne	O
      1 1	n'	O
      1 1	niveaux	O
      1 1	niveau	O
      1 1	ni	O
      1 1	n'importe_quoi	O
      1 1	n'importe_qui	O
      1 1	Nikkei	O
      1 1	nigériane	O
      1 1	Niger	geoloc
      1 1	Nidal	person
      1 1	Nicolas	person
      1 1	Nice	geoloc
      1 1	new_yorkais	O
      1 1	neutralité	O
      1 1	nette	O
      1 1	nettement	O
      1 1	Netanyahou	person
      1 1	Nestlé	org
      1 1	n'est_ce_pas	O
      1 1	nés	O
      1 1	nerveux	O
      1 1	nerf	O
      1 1	ne_pas	O
      1 1	néologisme	O
      1 1	né	O
      1 1	ne	O
      1 1	Nelson	person
      1 1	neigera	O
      1 1	neige	O
      1 1	négociés	O
      1 1	négocier	O
      1 1	négocié	O
      1 1	négociations	O
      1 1	négociation	O
      1 1	négociateurs	O
      1 1	négociateur	O
      1 1	négligeable	O
      1 1	négatives	O
      1 1	négative	O
      1 1	négatifs	O
      1 1	Néerlandais	O
      1 1	néerlandaise	O
      1 1	née	O
      1 1	Nedim	person
      1 1	nécessité	O
      1 1	nécessite	O
      1 1	nécessaires	O
      1 1	nécessaire	O
      1 1	nécessairement	O
      1 1	néant	O
      1 1	néanmoins	O
      1 1	Ndayizeye	person
      1 1	nazisme	O
      1 1	Nazione	org
      1 1	nazi	O
      1 1	navettes	O
      1 1	navette	product
      1 1	Naudin	person
      1 1	nature	O
      1 1	naturels	O
      1 1	naturel	O
      1 1	naturellement	O
      1 1	Natividad	person
      1 1	Nations_unies	org
      1 1	nations	O
      1 1	nation	O
      1 1	nationaux	O
      1 1	nationalité	O
      1 1	nationalistes	O
      1 1	nationaliste	O
      1 1	nationales	O
      1 1	Nathalie	person
      1 1	Nasri	person
      1 1	Nasiriya	geoloc
      1 1	Nasdaq	O
      1 1	Naples	geoloc
      1 1	Nalbandian	person
      1 1	Najib	person
      1 1	naître	O
      1 1	naît	O
      1 1	naissent	O
      1 1	naissance	O
      1 1	Nahum	person
      1 1	Nadira	person
      1 1	Nadia	product
      1 1	Nadal	person
      1 1	Nabil	person
      1 1	mystérieuses	O
      1 1	mystère	O
      1 1	mutuel	O
      1 1	mutuellement	O
      1 1	mutilation	O
      1 1	musulmans	O
      1 1	musulman	O
      1 1	musulmane	O
      1 1	Mustapha	person
      1 1	Musique	org
      1 1	musiciens	O
      1 1	musical	O
      1 1	Musharraf	person
      1 1	musette	O
      1 1	musées	O
      1 1	murs	O
      1 1	Muriel	person
      1 1	munitions	O
      1 1	muni	O
      1 1	municipalité	O
      1 1	municipales	O
      1 1	municipale	O
      1 1	multiplie	O
      1 1	multiplient	O
      1 1	multiplication	O
      1 1	multinationale	O
      1 1	Mugabe	person
      1 1	Mozart	person
      1 1	moyens	O
      1 1	Moyen_Orient	geoloc
      1 1	moyen	O
      1 1	moyenne	O
      1 1	mouvements	O
      1 1	mourir	O
      1 1	Moulay	person
      1 1	Mouhcine	person
      1 1	Moubarak	person
      1 1	motos	O
      1 1	moto	O
      1 1	mot	O
      1 1	motion	O
      1 1	motif	O
      1 1	Mossoul	geoloc
      1 1	Morvan	geoloc
      1 1	morts	O
      1 1	mort	O
      1 1	mortiers	O
      1 1	mortes	O
      1 1	morte	O
      1 1	morphine	O
      1 1	Morgan	org
      1 1	Morel	person
      1 1	Moreau	person
      1 1	morceaux	O
      1 1	moral	O
      1 1	morale	O
      1 1	moon	product
      1 1	Monzat	person
      1 1	monuments	O
      1 1	monument	O
      1 1	montrer	O
      1 1	montré	O
      1 1	montre	O
      1 1	montrent	O
      1 1	Montparnasse	geoloc
      1 1	Mont	geoloc
      1 1	monté	O
      1 1	monte	O
      1 1	montent	O
      1 1	montée	O
      1 1	Monte_Carlo	geoloc
      1 1	Montbrial	person
      1 1	montant	O
      1 1	Montand	person
      1 1	montagnes	O
      1 1	montagne	O
      1 1	monstres	O
      1 1	Monsieur	O
      1 1	mon	O
      1 1	monnaie	O
      1 1	Monet	person
      1 1	mondiaux	O
      1 1	Mondial	O
      1 1	mondialisation	O
      1 1	moments	O
      1 1	moment	O
      1 1	Molière	person
      1 1	Mokaddem	person
      1 1	moitié	O
      1 1	moisson	O
      1 1	mois	O
      1 1	moi	O
      1 1	moins_que	O
      1 1	moindre	O
      1 1	moi_même	O
      1 1	Mohammed	person
      1 1	Mohammedia	org
      1 1	Moghreb	org
      1 1	Mofaz	person
      1 1	moelle	O
      1 1	modulation	O
      1 1	modifier	O
      1 1	modifié	O
      1 1	modifications	O
      1 1	modestes	O
      1 1	modeste	O
      1 1	modernité	O
      1 1	modernisation	O
      1 1	modernes	O
      1 1	modéré	O
      1 1	modérée	O
      1 1	mode	O
      1 1	modèle	O
      1 1	modalités	O
      1 1	Mobutu	person
      1 1	mobilisés	O
      1 1	mobiliser	O
      1 1	mobilise	O
      1 1	mobilisent	O
      1 1	mobilisée	O
      1 1	mobilisation	O
      1 1	mobiles	O
      1 1	mobile	O
      1 1	m	O
      1 1	mixte	O
      1 1	Mitrovica	geoloc
      1 1	mitigés	O
      1 1	mitigées	O
      1 1	mi_temps	O
      1 1	missions	O
      1 1	missiles	O
      1 1	mis	O
      1 1	mises	O
      1 1	miséricorde	O
      1 1	misère	O
      1 1	mise	O
      1 1	mis_en_oeuvre	O
      1 1	mise_en_oeuvre	O
      1 1	mire	O
      1 1	Mireille	person
      1 1	mi	O
      1 1	minute	O
      1 1	minuit	O
      1 1	minorité	O
      1 1	Ministre	O
      1 1	ministérielle	O
      1 1	ministères	O
      1 1	minimum	O
      1 1	minime	O
      1 1	minimas	O
      1 1	Millon	person
      1 1	millions	O
